rg,rb,gb
3.9914224755277554,4.736205452433061,1.186595876901462,red
3.776189227427098,4.265883988003803,1.1296796137809964,red
3.3039449584866225,3.6309797961634174,1.0989831373663663,red
3.6778466038492756,4.106734340445193,1.116613818571726,red
3.278111932064736,3.9300619851580887,1.1988797413280265,red
3.6775349294695303,4.418054161535486,1.2013629363876015,red
3.8028074049172558,4.731021847509422,1.2440866296283977,red
2.30557984856505,3.2579972438016025,1.4130923489070741,red
4.048773158841285,5.050103350572415,1.2473169408230567,red
3.914221280065778,4.606031045130311,1.176742630414831,red
3.8829762254182563,5.087785886926193,1.3102799480514873,red
3.801836054964489,4.264195159191029,1.1216146876251503,red
3.0995162718379508,3.505228684745233,1.1308953969990623,red
3.2753057065217397,3.8261509441784303,1.1681813201619184,red
3.37904529105388,3.5889633178419107,1.0621234723736301,red
3.697155492221577,4.017421562969608,1.0866249935719061,red
3.5902770128868817,4.069767562843349,1.1335525220575995,red
3.8522449746383622,4.250914367790562,1.1034901455584678,red
3.6064788931516008,4.341904212973529,1.203917821678768,red
3.29354539740708,3.6771791773314173,1.1164804894526008,red
3.0029764048286336,3.3770602932346847,1.124571038188826,red
2.5969762572310753,3.0132471693114793,1.1602906114067584,red
3.3698071163463883,3.869172564287668,1.148188139765905,red
3.4105545681277407,4.039989727720934,1.184555076607007,red
2.95156975478816,3.7175956596230724,1.259531696173615,red
3.0942265209682476,3.313516835240668,1.070870801729086,red
3.697999220773268,3.9314268449867575,1.0631226807464493,red
3.2725671424738607,3.4900642753472946,1.0664607091022185,red
2.846928967304451,3.0987802919603573,1.0884642109263323,red
4.0084754450555815,4.357918532302145,1.0871760578395457,red
3.794969993943732,4.103895268805936,1.081403878121621,red
3.9128393380879367,4.257645579259498,1.088121747758766,red
3.916098359214951,4.352939945059929,1.1115502078279134,red
3.8183973516893492,4.17026795613719,1.0921513850024447,red
3.9646054037992493,4.350228567935281,1.0972664678725634,red
3.896373177154157,4.154417632315422,1.066226832859407,red
3.6851354696953287,4.445944621530678,1.2064535098076734,red
3.812106544114648,4.2778303326213,1.1221696673786998,red
0.47801810973261777,0.8526936734161429,1.783810395579159,green
0.4537915306069558,0.9658569446824291,2.1284155378364487,green
0.422399135807474,0.8278736411138427,1.9599321374823564,green
0.43085764800156956,0.8163610542583851,1.894734973476463,green
0.48339025487207155,0.9630152037706396,1.9922106291230468,green
0.4608626907158425,0.9784165999158372,2.1230110825332718,green
0.4758455532402974,1.0269766285430135,2.1582141969169566,green
0.4591158018584958,0.9974388597124055,2.1725213021960554,green
0.4589781284488186,1.0798002768439787,2.3526181530551713,green
0.5578051067115204,1.0082034372701192,1.8074474850434294,green
0.4483844362385655,0.8288468222155289,1.8485182696540703,green
0.5886370740734678,0.8878954349196195,1.5083919685439342,green
0.5785236229763534,0.9046783962399234,1.5637708821388978,green
0.5292252735457685,0.8555663828768763,1.6166393134338566,green
0.44999792882816275,0.804723536769168,1.7882827569112247,green
0.4550403806732582,0.8175169202735642,1.7965810398277209,green
0.4373266432259093,0.7968652445369406,1.8221282807260955,green
0.5104773833036274,0.9418808839179115,1.845098166391613,green
0.5665872343147761,1.0540848129607177,1.8604104524796001,green
0.47623253914428637,0.9256143333473009,1.9436184159328584,green
0.5291720649645069,1.0217393757996946,1.9308263671632508,green
0.4390499445395275,0.9546997353414641,2.174467272380017,green
0.4512017196481351,0.9737760934982868,2.1581834711482832,green
0.4564809840499435,0.9983982172400986,2.18716277813418,green
0.4591257152473914,0.8257442204806857,1.7985144222116785,green
0.5208963716814609,0.8537642996796871,1.6390290777486585,green
0.411067823812956,0.7890355089765694,1.919477670759257,green
0.4450900837482347,0.8154901157213799,1.8321911574706344,green
0.43928823823449986,0.8054739969343088,1.833588807593643,green
0.42116364501874365,0.7527932960893854,1.7874128144557273,green
0.4368248066393687,0.7705952926231537,1.7640831768497465,green
0.47170344148063215,0.8313890868342462,1.762524954714333,green
0.4274668183101806,0.7366912940228992,1.7233882548711366,green
0.3928313127643046,0.6386737419487398,1.6258218762004306,green
0.38397200667042036,0.6299148132462394,1.6405227524487802,green
0.3862810222412537,0.6343885190301221,1.642297919140101,green
0.43854182661957647,0.810543300165162,1.8482690839619431,green
0.5076734090746403,0.9675642490492677,1.9058793148392223,green
0.44182556628988673,0.8639228032953613,1.9553481491574252,green
0.39064448405853036,0.2241891659614978,0.573895639411889,blue
0.44055237760159177,0.2603876477611298,0.5910481046060957,blue
0.466471114500682,0.27426581675945283,0.5879588429672247,blue
0.5289169915711613,0.31790899260808675,0.6010564940705156,blue
0.46961873305474844,0.19492010815430813,0.41506033391471253,blue
0.512198453573538,0.22093812603838348,0.4313525831578144,blue
0.6208173690932312,0.2991967276977016,0.481940007791196,blue
0.4379927826459511,0.1783429484481144,0.4071823909305759,blue
0.553682183162934,0.2524472844140373,0.45594258238890945,blue
0.39329485493519334,0.1535717608258255,0.39047487883138177,blue
0.4917204602862757,0.21064659849026984,0.42838688950960696,blue
0.3747295823631701,0.18139112851451078,0.4840587374249922,blue
0.4303495805572789,0.20946084773722526,0.4867225558021575,blue
0.7193094974200592,0.40899590601658603,0.5685951700673046,blue
0.7032788153231704,0.3803651817589762,0.5408454989280332,blue
0.7194925367727706,0.4120399503041451,0.572681340312881,blue
0.6653706314461676,0.3353408961296607,0.5039911295766167,blue
0.4615222418718542,0.21455019177441131,0.46487508576885256,blue
0.6247124720766151,0.3305669177068155,0.529150501202535,blue
0.6191736161341106,0.33348563015075955,0.538597933537478,blue
0.6443293305940387,0.3520548664730732,0.5463896329979214,blue
0.506618888780338,0.24657266726555485,0.4867024754232266,blue
0.696549318219014,0.3990047640076875,0.5728306001761523,blue
0.5412488984323606,0.28160380648311023,0.5202852279214422,blue
0.6895716674185929,0.38801648110285514,0.5626920296122262,blue
0.29340452215238605,0.10289628902319127,0.3506976929610847,blue
0.40094710124700583,0.15299292384040958,0.38157882514820174,blue
0.5216743885388275,0.2178770444729552,0.4176494941283454,blue
0.49631505522018243,0.20837055689674555,0.4198352532431344,blue
0.3715938702978104,0.14142122701087056,0.38058008571973984,blue
0.4493321513837287,0.18168245572447358,0.4043388730696842,blue
0.30004003276075464,0.09855962088555748,0.3284882353154079,blue
0.22116414602803525,0.07165920048650144,0.3240091207071953,blue
0.24887966772584263,0.08075717810620607,0.3244828267577303,blue
0.3561445165024533,0.18627600222578278,0.5230348737504698,blue
0.39982630098217076,0.21085868745396558,0.5273757302508428,blue
0.39412693764166773,0.20632416811631707,0.5234967428283291,blue
0.374068779055066,0.1975442960609269,0.5280961874443062,blue
0.40801658109312877,0.21941698307991112,0.5377648685062378,blue
0.40351466271817177,0.21995532270506554,0.5450987114653867,blue
0.37353671118152293,0.19980044984209397,0.5348883894440016,blue
0.4475069299476404,0.2433285883086313,0.5437426149738093,blue
0.37860418334018303,0.19826634119266212,0.5236771010913952,blue
0.3772949440838634,0.1980702557294909,0.5249745824462062,blue
0.3554675248301098,0.18608933019882035,0.5235058541220013,blue
0.3843431018744727,0.20334567701125061,0.5290733098096913,blue
0.46130787256346667,0.25423915999645386,0.5511268615115075,blue
0.3336873403739712,0.16936192198398348,0.5075467405930822,blue
0.5132202913238451,0.2972394360462848,0.579165401429393,blue
0.4519604842689783,0.24602827969916233,0.5443579433655573,blue
0.43540610809916336,0.23055742437946383,0.5295227147501443,blue
0.629685527123942,0.4045396737384539,0.6424471522891263,blue
1.1670627304332701,2.8245685525170985,2.4202371293859093,yellow
1.1672106795629875,2.8049107208035857,2.403088636795,yellow
1.1650037762048209,2.7631840903034455,2.3718241491928405,yellow
1.137553932872801,2.724898748439356,2.395401808824873,yellow
1.134313289184396,2.853204617335559,2.515358538545463,yellow
1.1144721786136047,3.3703111271975783,3.02413213346449,yellow
1.1162910054138562,3.23504260923567,2.898028017377335,yellow
1.118071089313917,3.4257700152419943,3.0640001767187743,yellow
1.1246783948363774,3.2838767001187037,2.9198362084624687,yellow
1.1207663375870567,3.306930491913958,2.9505976232597977,yellow
1.0992924588597355,3.028327500831769,2.754796939090227,yellow
1.1619558453533014,3.662239670296554,3.151789015858019,yellow
1.1029821280084378,3.119100014423694,2.82787901564243,yellow
1.1833180165713832,3.632848731495442,3.0700527505036024,yellow
1.148623666815006,3.462867065790067,3.0147968963517675,yellow
1.1406335904611027,2.894431266859864,2.5375644651055613,yellow
1.1678013143755883,2.5361822307187527,2.1717583286629747,yellow
1.123436486252853,2.5964293437709003,2.3111492065128814,yellow
1.1294429573868037,2.560961736978472,2.267455580850031,yellow
1.1217210464152851,2.606706564263153,2.323845641118598,yellow
1.121033854562016,2.53427362716593,2.2606575321992057,yellow
1.1274456614884185,2.395082094817694,2.124343705980279,yellow
1.1313282449838795,2.6431699974632274,2.3363422677570385,yellow
1.1444391195700545,2.7038088608655215,2.362562424361459,yellow
1.1207484731556487,2.6024001661425267,2.322019818429953,yellow
1.1286140516001135,2.6616701377066967,2.358352825691887,yellow
1.1708126028229169,2.795030635186972,2.387257045617671,yellow
1.178923148807156,2.531628095385304,2.147407231715507,yellow
1.169152697032718,2.4871561883711406,2.127315101511962,yellow
1.0358077095721832,2.975504145633353,2.872641435409201,yellow
1.0308655199651968,2.9749963650156466,2.8859209153838865,yellow
1.040927415543934,3.038512864995817,2.9190439406459956,yellow
1.0404245997780388,3.1315745136979127,3.0099004909783886,yellow
1.0404949416495346,3.046222162944598,2.927666479680633,yellow
1.0394231369081808,3.046265310599966,2.930726864192425,yellow
1.0374186520132738,2.9578519448054945,2.8511651868465235,yellow
1.0376620864815465,2.963646517500516,2.856080564289963,yellow
0.9935569046373575,2.3762521391845572,2.3916618445240188,yellow
1.1491110276895307,2.67383549598503,2.3268730623542955,yellow
1.1589135173333598,2.6851709001096555,2.3169726299234026,yellow
1.1065168964809935,2.501357008291207,2.260568289780447,yellow
1.1625975951186107,3.0549514066831374,2.6276945862523178,yellow
1.1665343527216705,3.1436297176374883,2.6948453856528163,yellow
1.167064454130918,2.9731397329604756,2.5475368754800214,yellow
1.168026372072948,3.0551844934339054,2.6156810894703812,yellow
1.1644486143115829,3.0029388181089236,2.578850437195331,yellow
1.131224712831634,2.707115618776976,2.39308387455631,yellow
1.122503268825643,2.8006199362198183,2.4949770873717028,yellow
1.1146241679274098,2.8702804177363626,2.5751105173625577,yellow
1.115025460479594,2.7820882580255994,2.4950894456068915,yellow
1.1303841155923273,2.786498445194245,2.465089881180881,yellow
2.0922040684096257,4.526221424432045,2.163374736132991,orange
2.116509761332132,4.0552019291860235,1.9159854602483282,orange
2.1736937957018068,4.108372098528698,1.890041783554088,orange
2.157570904855808,4.01814802856164,1.862348078349794,orange
2.1486340677925364,3.989679486276112,1.8568445628226629,orange
2.049942312293077,5.00553080929308,2.4417910588390486,orange
1.9003019958591365,4.2935504745094,2.2594042861951866,orange
1.9315297662435489,4.575585509364305,2.3688920509172022,orange
2.0133633386520313,4.69977114072175,2.3342886256527833,orange
2.115871767741886,5.170581974200416,2.44371235205742,orange
1.9625098848398443,3.397460242690101,1.731181212861692,orange
2.0836339753302644,3.8032675518389443,1.825305018476727,orange
1.9972725175326869,3.5951405257698523,1.8000250312416444,orange
2.027244665430249,3.482371263593144,1.7177853877119802,orange
1.8974544745630224,3.0879863939352346,1.6274363550389725,orange
1.999283693204371,3.511144402352528,1.7562011905999233,orange
2.067816087150922,3.953367792859368,1.9118565801982885,orange
1.9554720686081528,3.3298440410176524,1.702833855043369,orange
1.8600925457260873,3.9737845527437776,2.1363370128407295,orange
1.8791987850539995,3.9781540102893107,2.1169415614405036,orange
1.783186891987628,3.640346931936434,2.041483676384994,orange
1.76636608604652,3.5392545378561393,2.003692533396459,orange
1.767326126018293,3.6139041982992346,2.044842853334149,orange
1.646605582648567,3.15606914594415,1.9167122832582708,orange
1.773030539664816,3.5382571574836796,1.9955985406503896,orange
